lat,lon
45.493726,9.1932648
45.4904986,9.1991069
45.5073509,9.1277583
45.48727,9.19558
45.46231,9.13857
45.4578309,9.1481652
45.457819,9.1427723
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.4621432,9.1399972
45.48450330000001,9.1751143
45.4832845,9.1692853
45.485093,9.174936
45.485093,9.174936
45.4846367,9.1606804
45.4919309,9.1617253
45.48324119999999,9.1672116
45.485093,9.174936
45.485093,9.174936
45.485093,9.174936
45.4999574,9.1635268
45.4946147,9.1628318
45.4899368,9.1668178
45.50856779999999,9.0685133
45.485093,9.174936
45.4860982,9.1613697
45.485093,9.174936
45.5073509,9.1277583
45.5073509,9.1277583
45.4870463,9.1625369
45.5073509,9.1277583
45.5073509,9.1277583
45.524765,9.092719
45.5073509,9.1277583
45.4791075,9.1564981
45.4818232,9.1443989
45.477992,9.14823
45.5073509,9.1277583
45.5073509,9.1277583
45.4852999,9.1911445
45.4891792,9.1841048
45.4848806,9.1786719
45.4894353,9.1819277
45.4879591,9.1876951
45.4782173,9.1816507
45.656737,9.107869
45.479647,9.1785303
45.5073509,9.1277583
45.485093,9.174936
45.5073509,9.1277583
45.5073509,9.1277583
45.483365,9.1765175
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.4997002,9.1544549
45.5083894,9.1394816
45.5024597,9.1348109
45.4572897,9.205565
45.5073509,9.1277583
45.5008748,9.1223288
45.5073509,9.1277583
45.5073509,9.1277583
45.4939534,9.1260942
45.4985447,9.1407959
45.4959119,9.1476978
45.4998438,9.1258632
45.5073509,9.1277583
45.5073509,9.1277583
45.4915335,9.1290035
45.4908194,9.1528763
45.5073509,9.1277583
45.5073509,9.1277583
45.4952103,9.1438979
45.5073509,9.1277583
45.5354349,9.1403994
45.5354349,9.1403994
45.5073509,9.1277583
45.5073509,9.1277583
45.49580899999999,9.13944
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5230283,9.124033
45.5073509,9.1277583
45.447222,0.04805599999999999
45.4781321,9.0259971
45.466788,9.066991
45.4815584,9.0264139
45.5073509,9.1277583
45.4776179,9.0225955
45.4815584,9.0264139
45.5073509,9.1277583
45.5073509,9.1277583
45.46939,9.02269
45.5073509,9.1277583
45.48847749999999,9.0364349
45.4815584,9.0264139
45.47530279999999,9.037763
45.479706,9.024497
45.4894226,9.0346273
45.5073509,9.1277583
45.5073509,9.1277583
45.4652843,9.2597627
45.4815293,9.1007667
45.475561,9.0908654
45.47039299999999,9.0936
45.5966598,9.1776482
45.474191,9.06913699999999999
45.5073509,9.1277583
45.4792967,0.0237645
45.5073509,9.1277583
45.5312327,0.0605822
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.4879407,9.09556039999999999
45.4894977,9.0836997
45.4842695,9.0840519
45.5073509,9.1277583
45.492568,9.08696279999999999
45.489876,9.09289689999999999
45.5312327,0.0605822
45.489876,9.09289689999999999
45.5073509,9.1277583
45.4915826,9.0927595
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.4922908,9.0670827
45.49858210000001,9.0691276
45.5073509,9.1277583
45.5073509,9.1277583
45.4982345,9.04599210000000001
45.5073509,9.1277583
45.5073509,9.1277583
45.4982345,9.04599210000000001
45.50072900000001,9.0582621
45.4982345,9.04599210000000001
45.5061137,9.1020885
45.5073509,9.1277583
45.4624771,9.0500312
45.4704809,9.0446527
45.5073509,9.1277583
45.5073509,9.1277583
45.4711504,9.0405998
45.5617945,9.1904614
45.4751354,9.0393556
45.471022,9.040245
45.471022,9.040245
45.5002144,9.1907216
45.5073509,9.1277583
45.4957428,9.1085865
45.5073509,9.1277583
45.4936821,9.1007288
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.4957797,9.1198461
45.4907797,9.1209723
45.5073509,9.1277583
45.4913023,9.1144069
45.5073509,9.1277583
45.4879638,9.1115584
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.4941127,9.1087635
45.5073509,9.1277583
45.48981209999999,9.1188038
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.48257659999999,9.0076589
45.48257659999999,9.0076589
45.5073509,9.1277583
45.4477253,9.0060468
45.5073509,9.1277583
45.48452460000001,0.0168706
45.5073509,9.1277583
45.5054564,9.07535649999999999
45.4402386,9.3722122
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.4897032,9.0790435
45.50379909999999,9.0980978
45.5034702,9.0915695
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.503733,9.0808455
45.5073509,9.1277583
45.5005458,9.1053294
45.49920729999999,9.08800609999999999
45.503901,9.0749999
45.5028201,9.0967494
45.5147546,9.13608
45.5010397,9.1914084
45.5069124,9.0911203
45.5033938,9.08797189999999999
45.49920729999999,9.08800609999999999
45.53640859999999,9.161131
45.5073509,9.1277583
45.5320336,9.1703011
45.535228,9.1630104
45.5073509,9.1277583
45.53666550000001,9.1624174
45.5367909,9.1830032
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.53202719999999,9.1816467
45.525431,9.169368
45.5230806,9.1725068
45.5073509,9.1277583
45.5073509,9.1277583
45.5341304,9.1651823
45.531786,9.1770044
45.5073509,9.1277583
45.52472960000001,9.1699432
45.5303635,9.1811704
45.5073509,9.1277583
45.5073509,9.1277583
45.5533845,9.1993421
45.536998,9.1902147
45.5500841,9.1996786
45.5536993,9.1988158
45.4842932,9.3081026
45.5073509,9.1277583
45.5507928,9.1357605
45.5540005,9.1437469
45.5543385,9.1401906
45.5507928,9.1357605
45.6044286,9.1906647
45.5594249,9.1516889
45.5490134,9.1410166
45.550371,9.140445
45.5073509,9.1277583
45.5036729,9.0909644
45.5073509,9.1277583
45.5511419,9.1403439
45.5540005,9.1437469
45.5073509,9.1277583
45.5073509,9.1277583
45.5557554,9.1451923
45.5473039,9.142005
45.5073509,9.1277583
45.556394,9.148184
45.56001389999999,9.1807368
45.5659834,9.1347797
45.5604279,9.1815351
45.4807608,0.0784633
45.5518631,9.1673925
45.55951959999999,9.1793808
45.5556747,9.1763896
45.5576658,9.1787801
45.5500682,9.1774451
45.5556715,9.1762025
45.55829809999999,9.1952419
45.5408925,9.09707189999999999
45.5585315,9.1808132
45.5073509,9.1277583
45.52665289999999,9.13713
45.5266242,9.1379941
45.5073509,9.1277583
45.5267685,9.1455003
45.536583,9.158585
45.5225746,9.1553482
45.5073509,9.1277583
45.521323,9.1681059
45.5347587,9.1387293
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.53391500000001,9.1528457
45.5759654,9.0728738
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.4969849,9.4043773
45.4672227,9.2844675
45.5434163,9.1174761
45.5439553,9.1169043
45.5638304,9.128907
45.5073509,9.1277583
45.5449776,9.1163195
45.5449776,9.1163195
45.5597205,9.09863659999999999
45.5527299,9.0904895
45.5073509,9.1277583
45.5611463,9.0956663
45.62251999999999,9.35751
45.557834,9.0986749
45.5532056,9.1118413
45.559526,9.1023197
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.54071,9.09625
45.5412621,9.08813879999999999
45.52750959999999,9.08764799999999999
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.4930774,9.12678
45.5073509,9.1277583
45.5301543,9.0937163
45.5073509,9.1277583
45.5073509,9.1277583
45.4970217,9.0365803
45.54071,9.09625
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5352087,9.0864616
45.5073509,9.1277583
45.5313734,9.0916302
45.4598756,9.2193194
45.5193403,9.1614574
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5280575,9.0808864
45.5073509,9.1277583
45.5412621,9.08813879999999999
45.5280575,9.0808864
45.514187,9.1081125
45.5073509,9.1277583
45.5150102,9.1022723
45.3964689,0.0285746
45.5073509,9.1277583
45.5162491,9.1063938
45.5142797,9.0995076
45.5073509,9.1277583
45.5162491,9.1063938
45.5073509,9.1277583
45.5115983,9.1096887
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.516292,9.1023982
45.5051523,9.0756511
45.5224984,9.0640123
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.57113709999999,9.09371789999999999
45.5090503,9.0824481
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.52353910000001,0.0506279
45.5073509,9.1277583
45.5073509,9.1277583
45.514187,9.1081125
45.5257373,9.0811648
45.59268059999999,9.1813409
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.52041149999999,9.0864588
45.5194379,9.090277
45.5163974,9.08859489999999999
45.5190925,9.0940787
45.5073509,9.1277583
45.5190925,9.0940787
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.52544409999999,9.09799519999999999
45.52544409999999,9.09799519999999999
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5182947,9.0864325
45.51964419999999,9.1098656
45.5073509,9.1277583
45.5073509,9.1277583
45.524765,9.092719
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5073509,9.1277583
45.5477031,9.0464398
45.503951,9.2390302
45.5073509,9.1277583
45.5466698,9.0467445
45.5073509,9.1277583
45.5416444,9.0700274
45.5073509,9.1277583
45.5435837,9.0687361
45.5432133,9.0656592
45.5409224,9.0601511
45.5409224,9.0601511
45.5462484,9.0566069
45.5416444,9.0700274
45.5412774,9.0646194
45.5416444,9.0700274
45.5404108,9.0460392
45.55809000000001,9.0427767
45.56165,9.057
45.55710089999999,9.04548199999999999
45.55969200000001,9.0499585
45.52685169999999,9.035912
45.53077529999999,9.0293506
45.52685169999999,9.035912
45.5334077,9.0414135
45.53077529999999,9.0293506
45.52786,9.02091
45.52694,9.0251
45.530627,9.028353
45.5250757,9.0198422
45.5293597,9.0319477
45.5304678,9.0217884
45.53077529999999,9.0293506
45.5304678,9.0217884
45.53077529999999,9.0293506
45.5269736,9.0667204
45.52813399999999,9.06165119999999999
45.5320788,9.0509621
45.5257742,9.072035
45.5273431,9.0557257
45.52813399999999,9.06165119999999999
45.5284258,9.0714727
45.5340767,9.0579732
45.5251911,9.0672101
45.52813399999999,9.06165119999999999
45.5238988,9.06715399999999999
45.5268476,9.05821320000000001
45.5312681,9.0449973
45.5311443,9.0675041
45.5299773,9.07735489999999999
45.5311443,9.0675041
45.5269736,9.0667204
45.5269736,9.0667204
45.5313096,9.06335439999999999
45.5311443,9.0675041
45.5285787,9.0538383
45.5257742,9.072035
45.5245866,9.0726124
45.52813399999999,9.06165119999999999
45.5269736,9.0667204
45.5240625,9.0666948
45.5097502,9.017595
45.5124894,9.0343247
45.5097502,9.017595
45.5076507,9.0237321
45.5123792,9.0087975
45.4966118,9.0146551
45.5054306,9.0235333
45.5173162,9.0153133
45.5097502,9.017595
45.5153723,9.004954399999999999
45.50703,9.02028
45.5122697,9.0106234
45.5122697,9.0106234
45.5097502,9.017595
45.5122697,9.0106234
45.50703,9.02028
45.50703,9.02028
45.5094924,9.0361604
45.5093218,0.005400299999999999
45.5211453,9.0793585
45.5120687,9.07064379999999999
45.5224161,9.0581794
45.5240018,9.07507319999999999
45.5195336,9.0739712
45.5176228,9.0557553
45.5190516,9.0763204
45.5202262,9.0731107
45.5176228,9.0557553
45.5247123,9.0769333
45.519783,9.0711834
45.5186833,9.077141
45.5176228,9.0557553
45.5176228,9.0557553
45.5032733,9.0614962
45.5099721,9.0596983
45.5099721,9.0596983
45.5131111,9.0701036
45.5192451,9.0730208
